328.20107832816524,250.5110128332586,197.70953008017915,147.69318246528002,109.40562018149092,80.5300927267777
342.3903106970938,249.1230169336508,196.2907480231429,147.57771764399322,110.095974927381,80.74492085223754
342.50944495382214,235.66498259903224,197.42230080595496,148.03572408100248,110.52240102967761,80.31403658257442
341.577971094092,234.0567043083991,219.88637616449304,146.85931128598915,109.19588499651259,80.18681430656146
340.5748068561865,232.00781003761108,217.4905759171447,160.66806296936423,108.03596428387266,78.41706142787525
340.6461731314262,231.293583835103,218.20447894147657,161.36531737698698,97.34979017615002,78.22778173799443
338.8647922576803,227.9142460012222,215.07959060277608,158.95014969213162,94.92292395737081,93.12867582943313
314.33458723617565,229.04391958700282,215.22764395410948,159.23872533619527,95.02381105801206,92.9682467213763
313.9724540116872,215.0518755270766,215.82662300933973,159.0767877642196,95.2093428229088,92.95993754020702
313.34435483162775,213.72190623476163,231.1491456130278,158.62069797572542,94.66654268768025,92.72509149981232
312.3478438129286,212.76191713118095,230.01391064777815,169.01962803248725,93.0056040142091,91.39929393726851
310.74196609763,210.0140688399313,226.9704402419844,166.70566333888678,105.09993231653341,90.3328927009104
310.4672770590684,209.64802589830634,226.94976957932215,167.04114824133705,105.88204956335946,79.45479859993722
322.4733691050791,208.60393414316678,227.03355294278614,167.00096585736253,105.4747161539433,78.86212079575736
321.87943043343887,240.81727430668099,225.66757666942252,166.5283015164453,104.8265891686554,78.41812365035375
323.0049525584967,242.6291083437,190.76408533753795,169.40181036182085,107.85974393166407,81.41185469638944
326.1942960114527,246.79699746620128,195.74068284154225,146.7511087925978,108.43022831329357,81.67972483107636
325.9433303586666,246.57687221325264,195.61769766296203,146.4014245315778,110.42255069577342,81.90811468739963
325.83305526656534,246.86878546011405,195.32005716545325,146.91682914577814,110.56203456276366,81.44639607397806
314.57172227604843,247.1138982547321,196.03452729843684,147.02301171129102,110.50230245452286,81.56366122477834
314.2898897330724,238.89017901226674,196.24352420110597,147.0211709152238,110.92683625761353,81.86715652562705
314.68279730162254,238.16948176129162,205.12220589020188,146.89971061002416,110.68325544724308,81.42541446074107
315.19929229007056,238.83507807641436,205.54326018734957,140.76777241265785,110.92038071363577,81.67099994847939
314.1804092485184,238.17332950750543,205.35594698172733,140.80013556606025,118.39539029535008,81.24131804740351
